Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Province or Territory / Province ou territoire de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,Emission Source / Source d'emission,CO2 (tonnes),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2)
G12391,2023,Medicine Lodge Gas Plant (14-03-052-23W5) - TOU,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.5061,633.3677,20147.0835
G12391,2023,Medicine Lodge Gas Plant (14-03-052-23W5) - TOU,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,17613.1437,19060.6355,20147.0835
G12391,2023,Medicine Lodge Gas Plant (14-03-052-23W5) - TOU,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.1603,201.9171,20147.0835
G12394,2023,Pipestone 05-36-071-07W6 Battery,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.3051,937.8879,14838.3702
G12394,2023,Pipestone 05-36-071-07W6 Battery,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9967.6818,12721.5901,14838.3702
G12394,2023,Pipestone 05-36-071-07W6 Battery,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.291,1178.8922,14838.3702
G12395,2023,VEHCOM MANUFACTURING,Ontario,Motor Vehicle Transmission and Power Train Parts Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,10344,10392.905,11003.403
G12395,2023,VEHCOM MANUFACTURING,Ontario,Motor Vehicle Transmission and Power Train Parts Manufacturing,On-site Transportation / Transport sur le site,594.46,610.498,11003.403
G12397,2023,Carmichael 13-15-011-19W3 BTY,Saskatchewan,Oil and gas extraction (except oil sands),Flaring / Torchage,12990.94,13089.85367,14821.17188
G12397,2023,Carmichael 13-15-011-19W3 BTY,Saskatchewan,Oil and gas extraction (except oil sands),Leakage / Fuites,0.71208,102.79588,14821.17188
G12397,2023,Carmichael 13-15-011-19W3 BTY,Saskatchewan,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,1619.06,1628.52233,14821.17188
G12398,2023,MURPHY 08-03 WASKAHIGAN,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,3395.604,3860.2303,4874.9181
G12398,2023,MURPHY 08-03 WASKAHIGAN,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0058,8.9966,4874.9181
G12398,2023,MURPHY 08-03 WASKAHIGAN,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,760.978,932.0226,4874.9181
G12398,2023,MURPHY 08-03 WASKAHIGAN,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.0846,73.6686,4874.9181
G12399,2023,BILBO 04-25 GROUP GAS BTY,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.3593,639.8681,17424.6922
G12399,2023,BILBO 04-25 GROUP GAS BTY,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7630.9766,8276.161,17424.6922
G12399,2023,BILBO 04-25 GROUP GAS BTY,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,4.7579,8508.6631,17424.6922
G12400,2023,Conserve Joffre 15-17-39-26-w4,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,6950.452,7662.3043,10121.1107
G12400,2023,Conserve Joffre 15-17-39-26-w4,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0517,133.1637,10121.1107
G12400,2023,Conserve Joffre 15-17-39-26-w4,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,2149.1341,2325.6427,10121.1107
G12401,2023,Wintering Hills gas Plant 01-18-025-17W4,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,82.08,93.31199,14293.47437
G12401,2023,Wintering Hills gas Plant 01-18-025-17W4,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,11097.43,13878.7706,14293.47437
G12401,2023,Wintering Hills gas Plant 01-18-025-17W4,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.14526,321.39178,14293.47437
G12402,2023,"Williams Lake Lumber, a division of West Fraser Mills Ltd.",British Columbia,Sawmills (except Shingle and Shake Mills),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7977.6898,8014.98792,9298.50785
G12402,2023,"Williams Lake Lumber, a division of West Fraser Mills Ltd.",British Columbia,Sawmills (except Shingle and Shake Mills),On-site Transportation / Transport sur le site,1279.2474,1283.51993,9298.50785
G12404,2023,Eldorado Gold (Québec) Inc.,Quebec,Gold and Silver Ore Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,2536.962,2550.1741,15201.3946
G12404,2023,Eldorado Gold (Québec) Inc.,Quebec,Gold and Silver Ore Mining,On-site Transportation / Transport sur le site,11397.4,12651.2205,15201.3946
G12407,2023,Ghost Pine No.1 Comp Station 06-05,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9944.207,10776.87429,10854.40857
G12407,2023,Ghost Pine No.1 Comp Station 06-05,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,71.997,77.53428,10854.40857
G12409,2023,POLAR DIVISION,British Columbia,Sawmills (except Shingle and Shake Mills),Stationary Fuel Combustion / Combustion stationnaire de combustibles,4209.64,4701.7989,6682.026852
G12409,2023,POLAR DIVISION,British Columbia,Sawmills (except Shingle and Shake Mills),On-site Transportation / Transport sur le site,1902.2065,1980.227952,6682.026852
G12411,2023,"Chetwynd Forest Industries, a division of West Fraser Mills Ltd.",British Columbia,Sawmills (except Shingle and Shake Mills),Stationary Fuel Combustion / Combustion stationnaire de combustibles,3376.5419,4601.7039,6402.7315
G12411,2023,"Chetwynd Forest Industries, a division of West Fraser Mills Ltd.",British Columbia,Sawmills (except Shingle and Shake Mills),On-site Transportation / Transport sur le site,1783.2243,1801.0276,6402.7315
G12412,2023,Grizzly North  Comp Stn A-074-G,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,26.54623,31.70364,13838.08552
G12412,2023,Grizzly North  Comp Stn A-074-G,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.04532,22.1824,13838.08552
G12412,2023,Grizzly North  Comp Stn A-074-G,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,12553.81537,13784.19948,13838.08552
G12417,2023,NRK SUNCHILD 11-18 COMPRESSOR,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,660.93,685.14,13373.59
G12417,2023,NRK SUNCHILD 11-18 COMPRESSOR,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.02,33.9,13373.59
G12417,2023,NRK SUNCHILD 11-18 COMPRESSOR,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,10510.16,11390.07,13373.59
G12417,2023,NRK SUNCHILD 11-18 COMPRESSOR,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,1264.48,13373.59
G12422,2023,PepsiCo Beverage Company,Ontario,Soft Drink and Ice Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,9779.8059,9879.2172,10689.5309
G12422,2023,PepsiCo Beverage Company,Ontario,Soft Drink and Ice Manufacturing,On-site Transportation / Transport sur le site,788.9768,810.3137,10689.5309
G12423,2023,Wembley Comp Stn 03-01,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,23409.743,25730.65321,25730.65321
G12425,2023,Grace Family Farms Ltd,Ontario,Other Food Crops Grown Under Cover,Stationary Fuel Combustion / Combustion stationnaire de combustibles,9147.4,9196.8413,9196.8413
G12428,2023,Princess Compressor Station 01-28-020-10W4,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7770.084,10149.77138,10866.97738
G12428,2023,Princess Compressor Station 01-28-020-10W4,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,2.254,717.206,10866.97738
G12430,2023,Verger North Comp Stn 06-18-022-14W4,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.06402,103.39018,11174.88264
G12430,2023,Verger North Comp Stn 06-18-022-14W4,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8386.37,10999.94148,11174.88264
G12430,2023,Verger North Comp Stn 06-18-022-14W4,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.0443,71.55098,11174.88264
G12432,2023,Pipestone Compressor Station 14-27-072-09W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,145.136919,168.761587,17269.75527
G12432,2023,Pipestone Compressor Station 14-27-072-09W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.004176,15.673872,17269.75527
G12432,2023,Pipestone Compressor Station 14-27-072-09W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,11653.37108,16623.99105,17269.75527
G12432,2023,Pipestone Compressor Station 14-27-072-09W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.095793,461.328761,17269.75527
G12435,2023,Mitchell,Ontario,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",Stationary Fuel Combustion / Combustion stationnaire de combustibles,10308,10359.9858,10370.63231
G12435,2023,Mitchell,Ontario,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",Industrial Processes / Procédés industriels,0,5.0011,10370.63231
G12435,2023,Mitchell,Ontario,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",On-site Transportation / Transport sur le site,5.63,5.645414,10370.63231
G12436,2023,Brownfield Sweet Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,88.158,102.673,10838.6417
G12436,2023,Brownfield Sweet Gas Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.2078,442.157,10838.6417
G12436,2023,Brownfield Sweet Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8807.4828,10201.1609,10838.6417
G12436,2023,Brownfield Sweet Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.024,92.6508,10838.6417
G12437,2023,Sandy Lake Diesel Generating Station,Ontario,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,10859.6,10892.41,10892.41
G12439,2023,"Quesnel Plywood, a division of West Fraser Mills Ltd.",British Columbia,Softwood Veneer and Plywood Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,10075.2372,10505.22202,11270.69296
G12439,2023,"Quesnel Plywood, a division of West Fraser Mills Ltd.",British Columbia,Softwood Veneer and Plywood Mills,On-site Transportation / Transport sur le site,755.8196,765.47094,11270.69296
G12440,2023,Birchmount Energy Centre,Ontario,Steam and Air-Conditioning Supply,Stationary Fuel Combustion / Combustion stationnaire de combustibles,15126.99,15202.33328,15202.33328
G12445,2023,CS12 14-11 Hub,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,1844.034792,2642.398429,2704.868154
G12445,2023,CS12 14-11 Hub,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.027933,62.469725,2704.868154
G12446,2023,Clegg Energy Centre,Ontario,Steam and Air-Conditioning Supply,Stationary Fuel Combustion / Combustion stationnaire de combustibles,1267.57,1273.87728,1273.87728
G12447,2023,Donkin Mine,Nova Scotia,Bituminous Coal Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,586,597.382,243926.627
G12447,2023,Donkin Mine,Nova Scotia,Bituminous Coal Mining,On-site Transportation / Transport sur le site,1397.131,1400.845,243926.627
G12447,2023,Donkin Mine,Nova Scotia,Bituminous Coal Mining,Venting / Évacuation,0,241928.4,243926.627
G12448,2023,Waterton Complex - Compressor Station X,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,508.6042,527.1682,9626.7867
G12448,2023,Waterton Complex - Compressor Station X,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0029,31.3769,9626.7867
G12448,2023,Waterton Complex - Compressor Station X,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,6405.6388,9068.2416,9626.7867
G12449,2023,Lieu d'Enfouissement Sanitaire de l'Ascension,Quebec,Waste Treatment and Disposal,Waste / Déchets,0,21143.976,21143.976
G12451,2023,Belleville Plant,Ontario,Breakfast Cereal Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,10213.43,10266.73,10266.73
G12453,2023,Municipalité de Saint-Alphonse- LET,Quebec,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,165.384,166.25876,17550.61876
G12453,2023,Municipalité de Saint-Alphonse- LET,Quebec,Waste Treatment and Disposal,Waste / Déchets,0,17384.36,17550.61876
G12454,2023,Laprise Gas Plant (B-24-H / 94-G-08),British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,4265.12163,4843.941325,69597.98672
G12454,2023,Laprise Gas Plant (B-24-H / 94-G-08),British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.210314,903.30333,69597.98672
G12454,2023,Laprise Gas Plant (B-24-H / 94-G-08),British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,58091.77884,63819.25234,69597.98672
G12454,2023,Laprise Gas Plant (B-24-H / 94-G-08),British Columbia,Oil and gas extraction (except oil sands),Venting / Évacuation,31.489726,31.489726,69597.98672
G12455,2023,Bimbo Canada EPS - Integrated Facility,Ontario,Commercial Bakeries and Frozen Bakery Product Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,11325,11383.128,12073.272
G12455,2023,Bimbo Canada EPS - Integrated Facility,Ontario,Commercial Bakeries and Frozen Bakery Product Manufacturing,Industrial Processes / Procédés industriels,0,690.144,12073.272
G12456,2023,Montreal Plant (024),Quebec,Gypsum Product Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,35182,35365.174,35972.277
G12456,2023,Montreal Plant (024),Quebec,Gypsum Product Manufacturing,On-site Transportation / Transport sur le site,573,607.103,35972.277
G12458,2023,GSENR MAXHAMISHLAKE A-060-I/094-O-11,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,3.342668,6.402928,11359.44947
G12458,2023,GSENR MAXHAMISHLAKE A-060-I/094-O-11,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.02189,1217.83709,11359.44947
G12458,2023,GSENR MAXHAMISHLAKE A-060-I/094-O-11,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7726.28923,10052.04721,11359.44947
G12458,2023,GSENR MAXHAMISHLAKE A-060-I/094-O-11,British Columbia,Oil and gas extraction (except oil sands),Venting / Évacuation,2.018464,83.16224,11359.44947
G12459,2023,Eagle Gold Mine,British Columbia,Gold and Silver Ore Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,10563.96,10648.81,53743.4351
G12459,2023,Eagle Gold Mine,British Columbia,Gold and Silver Ore Mining,On-site Transportation / Transport sur le site,42047.06,43094.6251,53743.4351
G12460,2023,Kaybob 10-29-063-23W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,2122.0154,2392.531,54326.9172
G12460,2023,Kaybob 10-29-063-23W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.1678,159.275,54326.9172
G12460,2023,Kaybob 10-29-063-23W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,44026.8429,51496.3232,54326.9172
G12460,2023,Kaybob 10-29-063-23W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.1908,278.788,54326.9172
G12461,2023,Kaybob 05-31-062-24W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,1609.9512,1856.2769,24106.9666
G12461,2023,Kaybob 05-31-062-24W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,18685.7935,21980.7089,24106.9666
G12461,2023,Kaybob 05-31-062-24W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.268,269.9808,24106.9666
G12466,2023,Côté Gold,Ontario,Gold and Silver Ore Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,3305,3368.996,91042.081
G12466,2023,Côté Gold,Ontario,Gold and Silver Ore Mining,On-site Transportation / Transport sur le site,87043,87673.085,91042.081
G12467,2023,Palliser Dehy Facility 14-36-61-13W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,1283.868,1459.5522,13197.906
G12467,2023,Palliser Dehy Facility 14-36-61-13W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,1.1426,402.755,13197.906
G12467,2023,Palliser Dehy Facility 14-36-61-13W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7483.5164,8095.0656,13197.906
G12467,2023,Palliser Dehy Facility 14-36-61-13W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,9.1932,3240.5332,13197.906
G12472,2023,Astra Lampman 08-03-05-06 W2M,Saskatchewan,Oil and gas extraction (except oil sands),Flaring / Torchage,11246.0515,12147.6567,14873.4691
G12472,2023,Astra Lampman 08-03-05-06 W2M,Saskatchewan,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,2712.457,2725.8124,14873.4691
